Country,State,Location,Month_name,Time_category,Fatal Y/N,Attack_Count
USA,Florida,"Jensen Beach Park, Martin County",June,Evening,Non-Fatal,1
USA,Florida,"Jensen Beach Park, Martin County",March,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",February,Morning,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",July,Morning,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",July,Unknown,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",June,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",March,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",October,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County",September,Unknown,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County ",April,Unknown,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County ",December,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County ",June,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County ",March,Afternoon,Non-Fatal,1
USA,Florida,"Jensen Beach, Martin County ",November,Afternoon,Non-Fatal,1
USA,Florida,"John Pennekamp Coral Reef State Park, Monroe County",July,Afternoon,Non-Fatal,1
USA,Florida,"John Pennekamp Marine Park, Monroe County",July,Unknown,Non-Fatal,1
USA,Florida,"John's Pass, Pinellas County",May,Unknown,Non-Fatal,1
USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",May,Morning,Non-Fatal,1
USA,Florida,"Juno Beach / North Palm Beach, Palm Beach County",August,Unknown,Unknown,1
USA,Florida,"Juno Beach, Palm Beach County",April,Early morning,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",February,Afternoon,Non-Fatal,2
USA,Florida,"Juno Beach, Palm Beach County",July,Unknown,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",June,Evening,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",March,Afternoon,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",March,Morning,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",March,Unknown,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",November,Evening,Non-Fatal,1
USA,Florida,"Juno Beach, Palm Beach County",October,Evening,Non-Fatal,1
USA,Florida,"Jupiter Beach, Palm Beach County",October,Afternoon,Non-Fatal,1
USA,Florida,Jupiter Inlet,March,Evening,Non-Fatal,1
USA,Florida,Jupiter Inlet,September,Unknown,Unknown,1
USA,Florida,"Jupiter Island Beach, Martin County",November,Unknown,Non-Fatal,1
USA,Florida,"Jupiter Island, Brevard County",October,Morning,Non-Fatal,1
USA,Florida,"Jupiter Island, Martin County",February,Evening,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",December,Evening,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",February,Afternoon,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",May,Unknown,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",November,Afternoon,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",November,Morning,Non-Fatal,1
USA,Florida,"Jupiter, Palm Beach County",November,Unknown,Non-Fatal,1
USA,Florida,"Keaton Beach, ",June,Afternoon,Non-Fatal,1
USA,Florida,Key Biscayne,February,Morning,Non-Fatal,1
USA,Florida,Key Biscayne,June,Unknown,Non-Fatal,1
USA,Florida,"Key Biscayne, Dade County",September,Evening,Non-Fatal,1
USA,Florida,"Key Biscayne, Miami, Dade County",July,Early morning,Unknown,1
USA,Florida,"Key Biscayne, Miami-Dade County",April,Unknown,Non-Fatal,1
USA,Florida,"Key Colony Beach, Monroe County",September,Evening,Non-Fatal,1
USA,Florida,Key Largo,August,Unknown,Non-Fatal,1
USA,Florida,Key Largo Sound,August,Night,Non-Fatal,1
USA,Florida,"Key Largo, Monroe County",August,Early morning,Non-Fatal,1
USA,Florida,"Key Largo, Monroe County",October,Unknown,Non-Fatal,1
USA,Florida,"Key Largo, Monroe County",September,Afternoon,Non-Fatal,1
USA,Florida,Key West Aquarium,September,Unknown,Non-Fatal,1
USA,Florida,"Key West, Monroe County",July,Unknown,Fatal,1
USA,Florida,"Key West, Monroe County",June,Evening,Non-Fatal,1
USA,Florida,"Key West, Monroe County",September,Afternoon,Non-Fatal,1
USA,Florida,"Key West, Monroe County ",June,Unknown,Non-Fatal,1
USA,Florida,"Laguna Beach, Bay County",May,Morning,Non-Fatal,1
USA,Florida,"Lake Worth Beach, Palm Beach County",April,Morning,Non-Fatal,1
USA,Florida,"Lake Worth Beach, Palm Beach County",March,Morning,Non-Fatal,1
USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",October,Morning,Non-Fatal,1
USA,Florida,"Lantana Beach, Palm Beach County",October,Afternoon,Non-Fatal,1
USA,Florida,"Lauderdale-By-The-Sea, Broward County",April,Morning,Non-Fatal,1
USA,Florida,"Lauderdale-by-the-Sea, Broward County",July,Unknown,Non-Fatal,1
USA,Florida,"Lauderdale-by-the-Sea, Broward County",September,Afternoon,Non-Fatal,1
USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",May,Unknown,Non-Fatal,1
USA,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",May,Unknown,Non-Fatal,1
USA,Florida,"Little Talbot Island, Jacksonville, Duval County",September,Unknown,Non-Fatal,1
USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",April,Unknown,Non-Fatal,1
USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",March,Morning,Non-Fatal,1
USA,Florida,"Long Key, Monroe County",February,Unknown,Non-Fatal,1
USA,Florida,"Longboat Key, Sarasota, Sarasota County",July,Afternoon,Non-Fatal,1
USA,Florida,"Looe Key, Monroe County",August,Afternoon,Non-Fatal,1
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",August,Afternoon,Non-Fatal,1
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",June,Morning,Non-Fatal,1
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",September,Afternoon,Non-Fatal,1
USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",November,Morning,Non-Fatal,1
USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",March,Afternoon,Non-Fatal,1
USA,Florida,Macarthur State Park,March,Unknown,Non-Fatal,1
USA,Florida,"Manalapan, Palm Beach County",August,Unknown,Non-Fatal,1
USA,Florida,"Manasota Beach, Sarasota County",July,Afternoon,Non-Fatal,1
USA,Florida,Manatee County,March,Afternoon,Non-Fatal,1
USA,Florida,"Marathon , Monroe County",July,Unknown,Non-Fatal,1
USA,Florida,"Marathon, Monroe County",April,Unknown,Non-Fatal,1
USA,Florida,"Marathon, Monroe County",August,Unknown,Non-Fatal,2
USA,Florida,"Marathon, Monroe County",May,Afternoon,Non-Fatal,1
USA,Florida,"Marathon, Monroe County",September,Unknown,Non-Fatal,2
USA,Florida,"Marco Island, Collier County",April,Afternoon,Non-Fatal,1
USA,Florida,Marques Island,June,Unknown,Non-Fatal,1
USA,Florida,"Matanzas Bay Inlet, St. Johns County",September,Unknown,Non-Fatal,1
USA,Florida,"Matanzas Inlet, St Johns County",October,Unknown,Non-Fatal,1
USA,Florida,Mayport Naval Station  Duval County,October,Afternoon,Non-Fatal,1
USA,Florida,"Mayport Naval Station Beach, Duval County",October,Afternoon,Non-Fatal,1
USA,Florida,"Mayport Naval Station, Jacksonville, Duval Country",September,Afternoon,Non-Fatal,1
USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",October,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",April,Evening,Non-Fatal,2
USA,Florida,"Melbourne Beach, Brevard County",April,Unknown,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",December,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",February,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",July,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",July,Unknown,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",June,Evening,Unknown,1
USA,Florida,"Melbourne Beach, Brevard County",May,Morning,Non-Fatal,2
USA,Florida,"Melbourne Beach, Brevard County",November,Evening,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",November,Unknown,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",October,Afternoon,Non-Fatal,2
USA,Florida,"Melbourne Beach, Brevard County",October,Morning,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",September,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",September,Early morning,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County",September,Morning,Non-Fatal,2
USA,Florida,"Melbourne Beach, Brevard County",September,Unknown,Non-Fatal,1
USA,Florida,"Melbourne Beach, Brevard County ",April,Afternoon,Non-Fatal,1
USA,Florida,"Melbourne, Brevard County",June,Unknown,Fatal,1
USA,Florida,Miami,March,Unknown,Non-Fatal,1
USA,Florida,Miami,May,Unknown,Non-Fatal,1
USA,Florida,Miami Beach,October,Afternoon,Non-Fatal,1
USA,Florida,"Miami Beach, Dade County",April,Afternoon,Non-Fatal,1
USA,Florida,"Miami Beach, Miami-Dade County",April,Unknown,Fatal,1
USA,Florida,"Miami Beach, Miami-Dade County",January,Unknown,Non-Fatal,1
USA,Florida,"Miami Beach, Miami-Dade County",July,Evening,Non-Fatal,1
USA,Florida,"Miami Beach, Miami-Dade County",March,Afternoon,Non-Fatal,1
USA,Florida,"Miami Beach, Miami-Dade County",October,Afternoon,Non-Fatal,1
USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",August,Unknown,Non-Fatal,1
USA,Florida,"Miami, Dade County",December,Unknown,Unknown,1
USA,Florida,"Miami, Miami-Date County",March,Unknown,Non-Fatal,1
USA,Florida,"Micklers Landing, St. Johns County",August,Morning,Non-Fatal,1
USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",June,Unknown,Non-Fatal,1
USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",February,Unknown,Non-Fatal,1
USA,Florida,"Mullet Key, Pinellas County",June,Morning,Non-Fatal,1
USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",August,Afternoon,Non-Fatal,1
USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",April,Morning,Non-Fatal,1
USA,Florida,"Municipal Beach, Riviera Beach, Palm Beach County",April,Afternoon,Non-Fatal,1
USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",September,Unknown,Non-Fatal,2
USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",June,Unknown,Fatal,1
USA,Florida,Naples,May,Morning,Non-Fatal,1
USA,Florida,"Near Boynton Beach, Palm Beach County",April,Morning,Non-Fatal,1
USA,Florida,"Near Cocoa Beach, Brevard  County",March,Unknown,Non-Fatal,1
USA,Florida,Near Key Largo,September,Unknown,Non-Fatal,1
USA,Florida,Near Key West,August,Afternoon,Non-Fatal,1
USA,Florida,"Near New Smyrna Jetty, Volusia County",July,Morning,Non-Fatal,1
USA,Florida,"Near Patrick AFB, Brevard County",July,Afternoon,Non-Fatal,1
USA,Florida,"Near Patrick AFB, Brevard County",October,Afternoon,Non-Fatal,1
USA,Florida,Near Patrick Air Force Base Brevard County,October,Unknown,Non-Fatal,1
USA,Florida,Near Port Canaveral Coast Guard Base,November,Afternoon,Non-Fatal,1
USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County",October,Night,Unknown,1
USA,Florida,"Near the Bahia Honda Bridge, Monroe County",June,Unknown,Non-Fatal,1
USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",July,Evening,Non-Fatal,1
USA,Florida,"Neptune Beach, Duval County",June,Unknown,Non-Fatal,1
USA,Florida,"Neptune Beach, Duval County",September,Unknown,Non-Fatal,1
USA,Florida,"Neptune, Duval County",May,Afternoon,Non-Fatal,1
USA,Florida,"Nest Key, Monroe County",June,Afternoon,Non-Fatal,1
USA,Florida,"New Smyrna  Beach, Volusia County",November,Afternoon,Non-Fatal,2
USA,Florida,New Smyrna Beach,December,Afternoon,Non-Fatal,1
USA,Florida,New Smyrna Beach,July,Unknown,Non-Fatal,1
USA,Florida,New Smyrna Beach,May,Morning,Non-Fatal,1
USA,Florida,New Smyrna Beach,September,Morning,Non-Fatal,1
USA,Florida,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",August,Evening,Non-Fatal,1
USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",March,Evening,Non-Fatal,1
USA,Florida,"New Smyrna Beach / Waveland, Volusia County",April,Afternoon,Non-Fatal,1
USA,Florida,"New Smyrna Beach / Waveland, Volusia County",April,Morning,Non-Fatal,1
USA,Florida,"New Smyrna Beach,  Volusia County",September,Afternoon,Non-Fatal,3
USA,Florida,"New Smyrna Beach, Volusia County",April,Afternoon,Non-Fatal,13
USA,Florida,"New Smyrna Beach, Volusia County",April,Evening,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",April,Morning,Non-Fatal,10
USA,Florida,"New Smyrna Beach, Volusia County",April,Morning,Unknown,1
USA,Florida,"New Smyrna Beach, Volusia County",April,Unknown,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",August,Afternoon,Non-Fatal,25
USA,Florida,"New Smyrna Beach, Volusia County",August,Afternoon,Unknown,1
USA,Florida,"New Smyrna Beach, Volusia County",August,Evening,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",August,Morning,Non-Fatal,12
USA,Florida,"New Smyrna Beach, Volusia County",August,Unknown,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",December,Afternoon,Unknown,1
USA,Florida,"New Smyrna Beach, Volusia County",July,Afternoon,Non-Fatal,16
USA,Florida,"New Smyrna Beach, Volusia County",July,Evening,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",July,Morning,Non-Fatal,6
USA,Florida,"New Smyrna Beach, Volusia County",July,Unknown,Non-Fatal,5
USA,Florida,"New Smyrna Beach, Volusia County",June,Afternoon,Non-Fatal,8
USA,Florida,"New Smyrna Beach, Volusia County",June,Evening,Non-Fatal,1
USA,Florida,"New Smyrna Beach, Volusia County",June,Morning,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",June,Unknown,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",March,Afternoon,Non-Fatal,7
USA,Florida,"New Smyrna Beach, Volusia County",March,Morning,Non-Fatal,3
USA,Florida,"New Smyrna Beach, Volusia County",May,Afternoon,Non-Fatal,4
USA,Florida,"New Smyrna Beach, Volusia County",May,Morning,Non-Fatal,7
USA,Florida,"New Smyrna Beach, Volusia County",May,Unknown,Non-Fatal,1
USA,Florida,"New Smyrna Beach, Volusia County",November,Afternoon,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",November,Morning,Non-Fatal,2
USA,Florida,"New Smyrna Beach, Volusia County",November,Unknown,Non-Fatal,1
USA,Florida,"New Smyrna Beach, Volusia County",October,Afternoon,Non-Fatal,9
USA,Florida,"New Smyrna Beach, Volusia County",October,Evening,Non-Fatal,1
USA,Florida,"New Smyrna Beach, Volusia County",October,Morning,Non-Fatal,4
USA,Florida,"New Smyrna Beach, Volusia County",October,Unknown,Non-Fatal,1
USA,Florida,"New Smyrna Beach, Volusia County",September,Afternoon,Non-Fatal,13
USA,Florida,"New Smyrna Beach, Volusia County",September,Evening,Non-Fatal,5
USA,Florida,"New Smyrna Beach, Volusia County",September,Morning,Non-Fatal,10
USA,Florida,"New Smyrna Beach, Volusia County",September,Unknown,Non-Fatal,4
USA,Florida,"New Smyrna Beach, Volusia County  ",April,Afternoon,Non-Fatal,1
USA,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",March,Afternoon,Non-Fatal,1
USA,Florida,"North Beach Inlet, St. Lucie County",August,Unknown,Non-Fatal,1
USA,Florida,"North Beach Jetty, St Lucie County",November,Unknown,Non-Fatal,1
USA,Florida,"North Beach, Hutchinson Island, St. Lucie County",September,Unknown,Non-Fatal,1
USA,Florida,"North Beach, Patrick AFB, Brevard County",April,Morning,Non-Fatal,1
USA,Florida,"North Beach, St. Augustine",December,Unknown,Non-Fatal,1
USA,Florida,"North Beach, St. Lucie County",August,Afternoon,Non-Fatal,1
USA,Florida,"North Beach, St. Lucie County",October,Unknown,Non-Fatal,1
USA,Florida,North Dade- Interama area of Biscayne Bay,October,Morning,Non-Fatal,1
USA,Florida,"North Hutchinson Island, St. Lucie Couny",September,Early morning,Non-Fatal,1
USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",November,Afternoon,Non-Fatal,1
USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",October,Evening,Non-Fatal,2
USA,Florida,"North end of County Beach, Palm Beach County",October,Afternoon,Non-Fatal,1
USA,Florida,"North of Jupiter Inlet, Palm Beach County",November,Unknown,Non-Fatal,1
USA,Florida,"Ocean Beach, Jaycee Park, Vero Beach, Indian River County",November,Afternoon,Fatal,1
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",March,Afternoon,Non-Fatal,1
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",March,Unknown,Non-Fatal,1
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",November,Unknown,Non-Fatal,1
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",October,Afternoon,Non-Fatal,1
USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",October,Morning,Non-Fatal,1
USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",October,Unknown,Unknown,1
USA,Florida,"Off 12th Street, Miami Beach",June,Morning,Non-Fatal,1
USA,Florida,"Off Boca Grande, Lee County",May,Evening,Non-Fatal,1
USA,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",March,Afternoon,Non-Fatal,1
USA,Florida,Off Boca Raton. Palm Beach County,April,Early morning,Non-Fatal,1
USA,Florida,"Off Crystal River, Citrus County",August,Unknown,Unknown,1
USA,Florida,"Off Fort Pierce, St Lucie County",January,Unknown,Non-Fatal,1
USA,Florida,"Off Gasparilla Island, Charlotte County",August,Afternoon,Non-Fatal,1
USA,Florida,Off Jupiter,May,Morning,Non-Fatal,1
USA,Florida,"Off Jupiter Inlet, Palm Beach County",June,Afternoon,Non-Fatal,1
USA,Florida,Off Key Biscayne,August,Unknown,Non-Fatal,1
USA,Florida,"Off Key Largo, Monroe County",September,Unknown,Non-Fatal,1
USA,Florida,Off Key West,February,Unknown,Unknown,1
USA,Florida,"Off Lake Worth, Palm Beach County",September,Unknown,Non-Fatal,1
USA,Florida,Off Panama City,January,Unknown,Non-Fatal,1
USA,Florida,"Off Port Everglades, Broward County",September,Evening,Non-Fatal,1
USA,Florida,"Off Singer Island, Palm Beach County",April,Unknown,Non-Fatal,1
USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",June,Unknown,Non-Fatal,1
USA,Florida,Off Tampa Bay,January,Unknown,Non-Fatal,1
USA,Florida,Off Tarpon Springs,May,Morning,Non-Fatal,1
USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",July,Evening,Non-Fatal,1
USA,Florida,Okaloosa County,August,Evening,Non-Fatal,1
USA,Florida,Okaloosa Island,July,Afternoon,Non-Fatal,1
USA,Florida,"On the south side of Ponce Inlet, Volusia County",April,Morning,Non-Fatal,1
USA,Florida,"Opposite Patrick Air Force Base, Brevard County",February,Unknown,Non-Fatal,1
USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",October,Unknown,Non-Fatal,1
USA,Florida,Ormond Beach,October,Afternoon,Non-Fatal,1
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",August,Unknown,Fatal,1
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",June,Morning,Non-Fatal,1
USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",September,Unknown,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",April,Afternoon,Non-Fatal,2
USA,Florida,"Ormond Beach, Volusia County",April,Morning,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",December,Morning,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",July,Morning,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",May,Afternoon,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",May,Early morning,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",October,Morning,Non-Fatal,1
USA,Florida,"Ormond Beach, Volusia County",September,Afternoon,Non-Fatal,3
USA,Florida,"Ormond By The Sea, Volusia County",November,Afternoon,Non-Fatal,1
USA,Florida,"Ormond-by-the-Sea, Volusia County",September,Afternoon,Non-Fatal,1
USA,Florida,"Pablo Beach, Jacksonville, Duval County",July,Unknown,Non-Fatal,1
USA,Florida,"Pablo Beach, Jacksonville, Duval County",May,Unknown,Non-Fatal,1
USA,Florida,"Pablo Beach, Jacksonville, Duval County",September,Unknown,Non-Fatal,1
USA,Florida,Palm Beach County,April,Afternoon,Unknown,1
USA,Florida,Palm Beach County,February,Afternoon,Non-Fatal,1
USA,Florida,Palm Beach County,February,Unknown,Non-Fatal,1
USA,Florida,Palm Beach County,September,Morning,Non-Fatal,1
USA,Florida,"Palm Beach Inlet, Palm Beach County",August,Early morning,Non-Fatal,1
USA,Florida,"Palm Beach Inlet, Palm Beach County",February,Afternoon,Non-Fatal,1
USA,Florida,"Palm Beach Shores, Palm Beach County",March,Unknown,Non-Fatal,1
USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",April,Afternoon,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",December,Afternoon,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",December,Unknown,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",February,Morning,Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",July,Unknown,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",March,Afternoon,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",March,Unknown,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",November,Afternoon,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",November,Morning,Non-Fatal,1
USA,Florida,"Palm Beach, Palm Beach County",October,Morning,Unknown,1
USA,Florida,"Palm Beach, Palm Beach County",September,Afternoon,Non-Fatal,1
USA,Florida,Palm Beach?,October,Unknown,Fatal,1
USA,Florida,"Panacea, Wakulla County",July,Unknown,Non-Fatal,1
USA,Florida,"Panama City, Bay County",August,Morning,Non-Fatal,1
USA,Florida,"Panama City, Bay County",August,Unknown,Fatal,1
USA,Florida,"Panama City, Bay County",August,Unknown,Unknown,1
USA,Florida,"Panama City, Bay County",July,Unknown,Non-Fatal,1
USA,Florida,"Panama City, Bay County",May,Morning,Non-Fatal,1
USA,Florida,"Panama City, Bay County",September,Morning,Non-Fatal,1
USA,Florida,"Paradise Beach Park, Brevard County",May,Evening,Non-Fatal,1
USA,Florida,"Paradise Beach, Melbourne, Brevard County",November,Morning,Unknown,1
USA,Florida,"Patrick Air Force Base, Brevard County",September,Afternoon,Non-Fatal,2
USA,Florida,"Pecks Lake, Martin County",May,Afternoon,Non-Fatal,1
USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",June,Afternoon,Non-Fatal,1
USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",March,Afternoon,Non-Fatal,1
USA,Florida,"Pensacola  Beach, Escambia County",July,Afternoon,Non-Fatal,1
USA,Florida,"Pensacola Bay, Escambia County",August,Unknown,Fatal,1
USA,Florida,"Pensacola Bay, Escambia County",July,Unknown,Fatal,1
USA,Florida,"Pensacola Bay, Escambia County",June,Afternoon,Non-Fatal,1
USA,Florida,"Pensacola Bay, Escambia County",November,Unknown,Unknown,1
USA,Florida,"Pensacola Bay, Escambia County",October,Unknown,Unknown,1
USA,Florida,"Pensacola Bay, Escambia County",September,Unknown,Fatal,2
USA,Florida,"Pensacola Harbor, Escambia County",August,Unknown,Fatal,1
USA,Florida,"Pensacola, Escambia County",June,Unknown,Fatal,2
USA,Florida,"Pepper Park Beach, St. Lucie County",October,Afternoon,Non-Fatal,1
USA,Florida,"Pepper Park Beach, St. Lucie County",September,Morning,Non-Fatal,1
USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",July,Unknown,Non-Fatal,1
USA,Florida,"Perdido Key, Escambia County",June,Afternoon,Non-Fatal,1
USA,Florida,"Pet Den, Satellite Beach, Brevard County",October,Unknown,Non-Fatal,1
USA,Florida,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",March,Unknown,Non-Fatal,1
USA,Florida,Pinellas County,September,Unknown,Non-Fatal,1
USA,Florida,"Pinellas Point, Tampa Bay",September,Unknown,Unknown,1
USA,Florida,"Playalinda Beach, Brevard County",April,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Brevard County",July,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Brevard County",March,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Brevard County",November,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Brevard County",October,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Brevard County",October,Unknown,Non-Fatal,1
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",April,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",January,Unknown,Non-Fatal,1
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",July,Afternoon,Non-Fatal,1
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",July,Unknown,Non-Fatal,1
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",October,Morning,Non-Fatal,1
USA,Florida,"Playalinda, Brevard County",October,Evening,Non-Fatal,1
USA,Florida,"Pompano Beach, Palm Beach County",March,Afternoon,Non-Fatal,1
USA,Florida,"Ponce De Leon Inlet, Volusia County",August,Afternoon,Non-Fatal,1
USA,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",August,Evening,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",December,Afternoon,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",July,Afternoon,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",July,Evening,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",July,Morning,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",November,Afternoon,Non-Fatal,2
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",September,Afternoon,Non-Fatal,4
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",September,Morning,Non-Fatal,1
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",September,Unknown,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",August,Afternoon,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",August,Evening,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",August,Night,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",August,Unknown,Non-Fatal,2
USA,Florida,"Ponce Inlet, Volusia County",February,Evening,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",July,Afternoon,Non-Fatal,3
USA,Florida,"Ponce Inlet, Volusia County",July,Morning,Non-Fatal,1
USA,Florida,"Ponce Inlet, Volusia County",June,Morning,Non-Fatal,2
